name,module_name,module_type,value,updated_at
syria,"Persons awaiting registration","Total Population & Demogrpahy",32822,"2014-08-20 16:58:17"
syria,"Persons awaiting registration","Total Population & Demogrpahy",179377,"2014-11-17 17:55:44"
syria,"Persons awaiting registration","Total Population & Demogrpahy",178534,"2014-11-03 17:28:17"
syria,"Persons awaiting registration","Total Population & Demogrpahy",34824,"2014-08-28 15:33:57"
syria,"Persons awaiting registration","Total Population & Demogrpahy",29237,"2014-08-06 16:10:27"
syria,"Persons awaiting registration","Total Population & Demogrpahy",40870,"2014-07-15 15:51:04"
syria,"Persons awaiting registration","Total Population & Demogrpahy",32314,"2014-08-19 16:03:48"
syria,"Persons awaiting registration","Total Population & Demogrpahy",56451,"2014-06-21 00:00:00"
syria,"Persons awaiting registration","Total Population & Demogrpahy",35948,"2014-07-24 00:00:00"
syria,"Persons awaiting registration","Total Population & Demogrpahy",66580,"2014-06-10 17:05:54"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3902424,"2015-03-12 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2875299,"2014-07-15 15:51:04"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2909322,"2014-08-05 16:19:12"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",106691,2012-07-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1064495,2013-04-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",788417,2013-03-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2647871,2014-04-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1775992,2013-08-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2316667,2014-01-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2264623,2013-12-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3901267,"2015-03-12 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3718404,"2015-01-14 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1598259,2013-07-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3748708,"2015-03-04 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2691072,2014-05-02
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1474184,2013-06-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3746998,"2015-03-01 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",79360,2012-06-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",66667,2012-05-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2354593,2014-01-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",570119,2013-01-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2188409,2013-11-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3206384,"2014-12-10 17:24:11"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",205027,2012-09-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3901050,"2015-03-11 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",103474,2012-07-05
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",777592,2013-03-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2089473,2013-10-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2787395,"2014-06-10 17:05:54"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3218302,"2014-12-24 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3218302,"2014-12-28 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",389020,2012-11-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1616693,2013-07-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",206353,2012-09-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2867672,"2014-07-09 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",213671,2012-09-11
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",557290,2013-01-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3754509,"2015-03-10 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",262423,2012-10-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1558395,2013-06-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3001535,"2014-09-18 19:48:58"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",153028,2012-08-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1499819,2013-06-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2966920,"2014-09-03 15:47:38"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",211932,2012-09-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1677517,2013-07-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3744970,"2015-02-25 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2321837,2014-01-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2551671,2014-03-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3753332,"2015-03-08 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1323904,2013-05-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",530278,2013-01-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",359273,2012-11-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2732327,2014-05-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",193513,2012-08-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",907425,2013-03-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",834567,2013-03-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",774581,2013-03-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2474297,2014-02-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",277729,2012-10-15
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2077517,2013-10-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",252758,2012-10-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",478674,2012-12-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3750378,"2015-03-08 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",992167,2013-03-28
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2805396,"2014-06-16 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1027123,2013-04-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2322264,2013-12-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",994246,2013-03-31
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3018614,"2014-10-16 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3220862,"2014-12-29 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",56116,2012-04-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2173086,2013-11-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3718477,"2015-01-13 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2269094,2013-12-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",497965,2012-12-31
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1985111,2013-09-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3750190,"2015-03-05 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3718460,"2015-01-19 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",889019,2013-03-11
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3104149,"2014-11-20 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2416113,2014-02-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",290151,2012-10-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",790820,2013-03-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1726010,2013-08-11
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1714485,2013-08-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2869807,"2014-07-10 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3217906,"2014-12-23 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1224903,2013-04-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3023116,"2014-10-30 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2121535,2013-11-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2944728,"2014-08-24 16:40:21"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2944750,"2014-08-25 16:56:54"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1597562,2013-07-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",46959,2012-04-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1679974,2013-07-28
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1683945,2013-07-29
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2216699,2013-11-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2577318,2014-03-31
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",399149,2012-11-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3209884,"2014-12-21 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",18704,2012-02-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",697826,2013-02-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3749594,"2015-03-05 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2325533,2014-01-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1981868,2013-09-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3741810,"2015-02-19 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",130780,2012-08-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",111268,2012-07-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",111268,2012-07-15
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",986639,2013-03-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2760156,2014-05-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1552994,2013-06-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",414407,2012-12-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1510354,2013-06-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2544736,2014-03-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2070850,2013-10-11
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2641162,2014-04-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",585584,2013-01-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",73630,2012-06-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2366732,2014-01-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",64551,2012-05-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",937253,2013-03-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3007635,"2014-09-25 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",12249,2012-01-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",553814,2013-01-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3033972,"2014-11-17 17:55:44"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1718857,2013-08-05
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2319063,2014-01-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2086233,2013-10-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3747518,"2015-03-02 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2600104,2014-04-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1778429,2013-08-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3024494,"2014-10-22 16:56:17"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2771190,"2014-06-05 15:54:27"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3103769,"2014-12-02 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",934280,2013-03-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",518511,2013-01-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3003023,"2014-09-22 15:47:12"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",91998,2012-06-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3026510,"2014-11-03 17:28:17"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2335685,2014-01-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2061018,2013-10-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",238835,2012-09-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2614079,2014-04-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1374865,2013-05-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1744155,2013-08-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",978982,2013-03-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2308438,2013-12-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2897161,"2014-07-24 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",703785,2013-02-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",212882,2012-09-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2996052,"2014-10-02 15:52:57"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3031746,"2014-09-30 16:41:56"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3225248,"2015-01-05 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2580070,2014-04-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1866429,2013-09-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",520371,2013-01-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3032619,"2014-11-13 16:16:22"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1112599,2013-04-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",46589,2012-04-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2965312,"2014-08-31 15:47:31"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",24142,2012-03-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2979354,"2014-09-10 16:52:29"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1641470,2013-07-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",835430,2013-03-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1561526,2013-07-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2315552,2013-12-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2897479,"2014-07-27 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3746537,"2015-02-26 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1260228,2013-05-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",122304,2012-07-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2939207,"2014-08-19 16:03:48"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2030271,2013-10-02
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2377984,2014-01-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2611099,2014-04-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2967739,"2014-09-07 15:49:50"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",76445,2012-06-05
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",650198,2013-02-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",60167,2012-05-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",322597,2012-11-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2320154,2013-12-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2650244,2014-04-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",45011,2012-04-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",235821,2012-09-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2447731,2014-02-10
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",380895,2012-11-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",299121,2012-10-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2176160,2013-11-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3718485,"2015-01-18 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1593920,2013-07-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",537001,2013-01-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",904409,2013-03-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",265360,2012-10-05
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1440662,2013-06-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",327763,2012-11-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",226414,2012-09-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",431979,2012-12-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",22131,2012-03-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3104216,"2014-11-20 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",19654,2012-02-14
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",300720,2012-10-29
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2205419,2013-11-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",270051,2012-10-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1257460,2013-05-02
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",187956,2012-08-28
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1464755,2013-06-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2380063,2014-01-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2246131,2013-11-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3037116,"2014-11-18 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2113414,2013-11-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",524999,2013-01-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",87269,2012-06-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3027174,"2014-11-06 15:50:06"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1324471,2013-05-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2694465,2014-05-06
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",290453,2012-10-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",483915,2012-12-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1071822,2013-04-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",779499,2013-03-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2646559,2014-04-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3225904,"2015-01-12 15:15:35"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2725008,2014-05-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",218087,2012-09-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2327737,2013-12-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2314211,2013-12-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3743943,"2015-02-24 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",784099,2013-03-05
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1409640,2013-06-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1555426,2013-06-28
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",365585,2012-11-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2002456,2013-09-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1087308,2013-04-09
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",126881,2012-07-29
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",115014,2012-07-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",115014,2012-07-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",65445,2012-05-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2827058,"2014-06-23 14:29:54"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3206525,"2014-12-16 15:47:29"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2448919,2014-02-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",111847,2012-07-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3743049,"2015-02-23 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1579339,2013-07-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",231575,2012-09-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2438687,2014-02-17
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",269182,2012-10-08
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2053173,2013-10-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2905585,"2014-08-04 15:18:13"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2964267,"2014-08-28 15:33:57"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",295606,2012-10-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",25334,2012-03-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3742284,"2015-02-22 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2863595,"2014-07-09 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2196605,2013-11-19
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2522944,2014-03-15
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2965356,"2014-09-01 16:49:04"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",763533,2013-02-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",411428,2012-12-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2461136,2014-02-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",712132,2013-02-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2332688,2014-01-13
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",625347,2013-01-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2443007,2014-02-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",478399,2012-12-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",251406,2012-09-30
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2708667,2014-05-11
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",101912,2012-07-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2153072,2013-11-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2937016,"2014-08-14 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2884130,"2014-07-21 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2869814,"2014-07-10 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",550126,2013-01-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",23317,2012-03-15
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3030451,"2014-11-12 16:39:03"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1164512,2013-04-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",618055,2013-01-29
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2825296,"2014-06-22 13:00:09"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1157036,2013-04-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2944677,"2014-08-21 17:17:58"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2256118,2013-12-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2643822,2014-04-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3205180,"2014-12-10 17:24:11"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3025024,"2014-11-03 17:28:17"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1495501,2013-06-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",67539,2012-05-23
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3725572,"2015-02-12 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3720191,"2015-01-21 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3027229,"2014-11-11 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2872299,"2014-07-14 15:53:32"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2017839,2013-10-01
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2542240,2014-03-22
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3225258,"2015-01-06 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",475552,2012-12-20
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",92358,2012-06-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",8000,2011-12-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",911784,2013-03-15
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1638915,2013-07-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2043805,2013-10-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3720063,"2015-01-20 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2518356,2014-03-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2534613,2014-03-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",485922,2012-12-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",314180,2012-11-02
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",241177,2012-09-26
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2556972,2014-03-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",59350,2012-05-02
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",235539,2012-09-21
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1133087,2013-04-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",277258,2012-10-12
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2079904,2013-10-16
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2306664,2013-12-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2465337,2014-02-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",124421,2012-07-24
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2304870,2014-01-03
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3031718,"2014-09-29 17:36:26"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",69004,2012-05-27
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2960808,"2014-08-26 15:52:44"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",2417736,2014-02-04
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3023223,"2014-10-21 17:00:05"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",133843,2012-08-07
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1779634,2013-08-25
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",1961539,2013-09-18
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",3224960,"2015-01-07 00:00:00"
syria,"Registered Syrian Refugees","Total Population & Demogrpahy",128081,2012-07-30
